,Location Name,City,DOE Need (with Truancy),Crime,Obesity,6-8 attendance,Need Score,Latitude,Longitude
31492,31492,5,37,24,80,94,3,31.287,-102.176
31493,31493,2,33,8,49,96,90,32.945,-100.69
31494,31494,5,58,23,3,53,78,31.419,-101.302
31495,31495,2,72,19,29,20,7,31.751,-102.575
31496,31496,3,54,29,99,51,98,32.062,-102.852
31497,31497,2,54,57,47,46,57,32.29,-101.857
31498,31498,4,83,24,59,39,0,32.307,-101.671
31499,31499,4,37,77,14,36,22,32.861,-102.393
31500,31500,4,6,23,79,19,91,31.74,-100.411
31501,31501,4,26,88,86,62,42,32.779,-102.453
31502,31502,1,60,51,52,72,7,32.213,-100.643
31503,31503,4,78,36,10,87,23,31.277,-102.667
31504,31504,0,100,21,46,78,19,31.22,-102.834
31505,31505,3,34,30,14,56,8,32.576,-100.965
31506,31506,4,53,50,46,98,1,31.114,-101.362
31507,31507,0,58,64,90,34,90,31.512,-102.55
31508,31508,4,63,9,33,66,62,31.916,-102.599
31509,31509,2,87,77,47,72,98,31.806,-100.715
31510,31510,0,79,15,55,34,38,32.119,-100.09
31511,31511,5,55,95,56,73,59,32.387,-102.985
31512,31512,4,47,40,77,70,60,32.239,-102.706
31513,31513,3,3,39,52,66,55,31.856,-100.487
31514,31514,3,68,87,66,95,19,31.5,-101.077
31515,31515,2,77,18,98,63,82,31.4,-100.275
31516,31516,0,12,97,66,2,76,31.154,-101.062
31517,31517,0,100,63,53,11,62,31.241,-101.574
31518,31518,0,12,48,41,51,76,32.512,-101.83
31519,31519,4,19,33,28,98,95,32.463,-100.688
31520,31520,4,12,92,50,51,17,32.454,-102.063
31521,31521,5,62,15,57,46,85,32.719,-101.232
31522,31522,4,82,12,52,17,64,31.486,-101.082
31523,31523,4,16,95,39,95,74,32.821,-102.927
31524,31524,4,78,56,40,6,18,31.49,-102.353
31525,31525,4,36,86,56,29,38,32.55,-100.359
31526,31526,4,26,31,47,70,44,31.707,-102.627
31527,31527,5,9,24,47,41,89,31.092,-101.575
31528,31528,5,90,9,20,66,4,32.87,-100.125
31529,31529,5,86,95,52,84,51,31.208,-102.943
31530,31530,4,41,100,9,13,15,32.447,-102.228
31531,31531,1,77,22,72,38,13,32.033,-101.379
31532,31532,2,60,22,3,83,90,31.722,-102.948
31533,31533,1,7,2,65,44,22,32.803,-101.919
31534,31534,0,37,75,80,85,18,32.319,-102.889
31535,31535,5,39,6,48,63,42,32.48,-100.57
31536,31536,0,51,9,58,88,6,31.6,-102.794
31537,31537,0,67,66,15,47,93,32.197,-101.831
31538,31538,5,21,12,44,94,88,31.043,-100.23
31539,31539,1,35,69,99,59,46,31.848,-101.619
31540,31540,2,80,40,19,80,15,31.461,-101.463
31541,31541,4,61,87,80,16,56,32.424,-101.676
31542,31542,5,66,2,95,27,19,32.653,-102.805
31543,31543,1,75,53,74,5,46,32.224,-102.629
31544,31544,0,55,79,95,4,19,31.649,-102.746
31545,31545,5,4,93,6,70,4,31.249,-102.209
31546,31546,4,43,60,33,7,88,31.063,-101.261
31547,31547,3,28,79,46,39,22,31.161,-101.304
31548,31548,0,8,59,91,62,99,31.989,-102.099
31549,31549,3,44,91,23,75,89,31.063,-102.47
31550,31550,3,83,29,56,30,4,31.868,-101.636
31551,31551,3,53,17,10,59,84,31.127,-101.873
31552,31552,3,62,92,45,70,11,31.926,-102.139
31553,31553,3,24,60,33,28,45,31.546,-100.58
31554,31554,5,90,56,13,20,79,31.087,-102.527
31555,31555,0,48,86,67,35,33,31.161,-101.765
31556,31556,3,58,54,1,82,97,31.745,-101.062
31557,31557,0,80,19,78,71,1,31.842,-100.35
31558,31558,3,89,93,59,88,30,31.537,-101.342
31559,31559,4,2,54,17,99,95,32.095,-100.468
31560,31560,3,42,71,19,53,33,32.009,-101.014
31561,31561,2,43,3,82,44,71,31.977,-102.719
31562,31562,1,86,87,26,96,13,32.117,-100.912
31563,31563,0,100,92,42,23,37,32.473,-101.032
31564,31564,0,42,52,16,55,32,31.425,-100.573
31565,31565,1,60,39,6,13,42,31.975,-102.662
31566,31566,0,16,54,53,37,24,31.932,-100.335
31567,31567,3,18,94,46,20,16,31.236,-102.586
31568,31568,1,74,16,60,29,95,32.9,-102.651
31569,31569,3,20,100,77,82,73,32.367,-100.731
31570,31570,2,13,56,4,79,40,32.042,-100.892
31571,31571,1,6,22,75,13,42,32.879,-102.69
31572,31572,0,30,10,70,49,86,32.341,-102.099
31573,31573,5,63,80,41,40,79,31.38,-101.861
31574,31574,0,69,54,83,9,12,31.69,-101.102
31575,31575,5,22,39,65,75,7,31.192,-102.959
31576,31576,5,100,84,81,35,33,32.144,-100.081
31577,31577,5,26,76,27,59,69,32.298,-100.901
31578,31578,5,9,20,23,26,32,32.538,-100.504
31579,31579,1,3,93,51,71,27,31.571,-101.4
31580,31580,2,35,75,94,10,95,32.674,-101.296
31581,31581,0,8,9,46,29,43,31.522,-101.295
31582,31582,2,100,67,75,90,97,31.819,-100.471
31583,31583,5,13,16,38,92,33,31.476,-101.078
31584,31584,1,22,6,8,86,77,32.436,-101.944
31585,31585,2,33,26,36,34,33,32.466,-101.313
31586,31586,0,55,79,99,17,26,31.596,-101.334
31587,31587,3,60,61,2,42,83,32.042,-100.651
31588,31588,1,50,66,92,38,69,32.026,-101.381
31589,31589,4,19,60,94,16,85,31.436,-100.753
31590,31590,5,11,45,27,57,96,32.611,-101.498
31591,31591,4,93,65,95,61,11,31.388,-102.737
31592,31592,4,20,23,98,17,19,31.424,-100.042
31593,31593,1,78,55,29,43,30,32.367,-101.502
31594,31594,5,92,21,48,99,47,31.907,-102.55
31595,31595,2,89,52,83,93,42,32.387,-100.835
31596,31596,3,1,24,60,96,48,31.989,-101.83
31597,31597,0,17,34,99,14,3,31.402,-102.6
31598,31598,5,50,35,3,92,0,32.224,-102.733
31599,31599,0,73,50,90,29,8,31.274,-100.631
31600,31600,2,28,76,81,4,52,31.508,-101.361
31601,31601,1,7,89,50,52,37,32.69,-102.983
31602,31602,3,49,49,41,27,52,32.968,-100.569
31603,31603,1,78,63,1,2,8,32.217,-102.098
31604,31604,2,74,92,74,77,28,31.902,-100.097
31605,31605,3,11,49,23,93,19,31.566,-102.823
31606,31606,3,97,75,28,94,92,31.893,-101.87
31607,31607,5,53,47,63,67,69,32.936,-102.014
31608,31608,5,79,55,40,36,82,31.029,-100.095
31609,31609,4,34,6,30,93,12,32.522,-101.357
31610,31610,0,8,94,92,84,24,31.073,-100.859
31611,31611,3,89,97,8,71,20,32.572,-102.491
31612,31612,4,13,7,75,43,87,32.993,-102.736
31613,31613,1,75,61,51,92,52,32.144,-101.346
31614,31614,2,19,56,12,51,10,32.414,-102.065
31615,31615,5,8,59,99,99,52,31.581,-102.434
31616,31616,0,37,37,6,99,26,32.803,-100.764
31617,31617,0,43,72,59,28,13,31.226,-101.682
31618,31618,4,82,82,12,45,92,32.061,-101.476
31619,31619,3,91,21,66,47,68,32.676,-101.56
31620,31620,4,47,6,62,84,3,32.251,-100.709
31621,31621,3,20,68,36,64,100,32.677,-100.907
31622,31622,4,52,1,26,44,71,32.886,-100.798
31623,31623,4,27,63,100,85,51,31.291,-100.331
31624,31624,2,77,80,1,14,2,31.116,-100.334
31625,31625,0,70,90,38,82,33,31.027,-101.693
31626,31626,5,88,72,87,13,58,31.34,-102.596
31627,31627,4,49,6,54,34,71,32.298,-102.773
31628,31628,3,40,19,37,99,68,32.8,-100.515
31629,31629,0,4,14,24,39,50,32.802,-100.058
31630,31630,4,18,38,1,90,38,31.007,-101.891
31631,31631,2,27,0,39,41,35,31.953,-101.914
31632,31632,1,35,100,96,24,19,32.094,-101.209
31633,31633,2,80,46,90,17,5,32.079,-102.245
31634,31634,0,76,23,30,18,26,31.365,-101.418
31635,31635,4,39,16,61,89,25,31.52,-102.391
31636,31636,1,42,34,84,10,33,31.725,-102.672
31637,31637,0,73,21,59,40,40,31.814,-102.12
31638,31638,5,57,50,32,1,21,31.787,-102.927
31639,31639,4,69,51,75,81,19,31.026,-102.03
31640,31640,1,14,72,48,98,90,31.714,-101.699
31641,31641,4,42,31,83,62,23,32.655,-102.026
31642,31642,1,91,18,88,90,60,31.479,-101.631
31643,31643,0,91,70,1,89,32,31.8,-101.49
31644,31644,1,6,17,45,32,47,32.473,-101.057
31645,31645,0,41,15,21,77,71,32.95,-100.091
31646,31646,1,92,62,13,21,8,31.06,-101.043
31647,31647,5,31,89,83,90,76,32.751,-102.825
31648,31648,3,17,4,4,11,0,32.936,-101.833
31649,31649,5,83,54,39,88,97,31.902,-102.526
31650,31650,2,88,83,80,99,75,32.175,-100.831
31651,31651,1,62,56,28,44,37,31.916,-102.562
31652,31652,4,85,69,97,9,25,31.352,-102.604
31653,31653,0,71,3,46,95,39,31.197,-102.9
31654,31654,5,79,100,90,3,38,32.522,-101.765
31655,31655,1,85,54,7,43,2,32.285,-101.556
31656,31656,1,45,82,69,17,67,32.167,-101.518
31657,31657,4,45,87,61,77,70,32.667,-102.944
31658,31658,1,25,78,13,73,50,31.389,-101.843
31659,31659,0,100,40,1,68,27,32.691,-102.572
31660,31660,5,17,20,29,28,2,31.605,-101.283
31661,31661,2,59,98,89,20,94,31.339,-102.762
31662,31662,3,35,6,38,19,23,31.651,-101.58
31663,31663,4,2,11,62,22,18,31.264,-100.54
31664,31664,0,69,83,89,56,16,32.256,-101.532
31665,31665,2,67,55,50,26,86,31.34,-100.524
31666,31666,1,72,58,72,14,47,32.298,-100.568
31667,31667,4,88,15,19,82,37,32.518,-102.746
31668,31668,0,40,65,20,11,24,32.438,-102.218
31669,31669,0,84,59,36,80,68,31.425,-101.162
31670,31670,5,66,39,73,73,56,31.319,-100.442
31671,31671,3,74,54,80,97,15,32.745,-100.663
31672,31672,1,41,24,44,45,45,31.281,-100.193
31673,31673,1,100,64,66,42,75,32.519,-100.578
31674,31674,5,84,74,65,32,8,32.128,-101.175
31675,31675,1,24,56,87,80,43,32.743,-100.435
31676,31676,0,90,21,5,43,63,31.466,-100.835
31677,31677,2,4,49,75,40,20,31.332,-101.32
31678,31678,4,39,31,55,12,40,32.595,-101.618
31679,31679,1,93,52,66,99,32,31.427,-101.822
31680,31680,4,95,38,98,41,93,32.561,-101.438
31681,31681,1,96,97,40,1,0,32.243,-102.946
31682,31682,4,98,49,2,99,43,32.139,-102.771
31683,31683,4,85,71,78,14,47,32.687,-100.778
31684,31684,2,75,31,42,3,28,32.28,-102.574
31685,31685,5,54,75,81,38,53,31.282,-100.596
31686,31686,5,2,16,3,70,91,31.373,-100.081
31687,31687,4,33,12,93,90,0,32.539,-102.229
31688,31688,5,8,85,98,51,27,31.898,-100.925
31689,31689,1,87,60,71,78,14,32.982,-102.536
31690,31690,2,8,91,14,96,13,32.704,-100.949
31691,31691,3,52,72,34,78,58,32.819,-100.25
31692,31692,3,0,23,26,66,63,32.637,-100.374
31693,31693,4,10,29,35,100,15,32.541,-102.667
31694,31694,5,94,19,31,58,90,32.85,-102.842
31695,31695,2,1,44,66,56,81,31.755,-102.248
31696,31696,3,71,67,10,63,49,31.125,-100.896
31697,31697,5,37,94,92,75,18,31.881,-102.176
31698,31698,3,9,80,80,36,57,32.101,-102.939
31699,31699,5,43,6,19,32,48,32.252,-101.466
31700,31700,3,44,90,87,15,82,32.537,-101.733
31701,31701,5,5,23,9,100,70,31.652,-100.787
31702,31702,5,51,59,6,89,44,32.27,-102.946
31703,31703,1,76,4,72,84,78,31.801,-100.254
31704,31704,1,57,1,12,13,16,31.567,-101.024
31705,31705,1,67,6,67,28,67,32.054,-101.914
31706,31706,4,65,62,100,59,38,31.693,-101.744
31707,31707,2,15,5,57,57,33,31.087,-100.114
31708,31708,2,1,29,97,10,76,31.876,-102.35
31709,31709,4,85,13,40,99,79,31.963,-101.907
31710,31710,2,96,78,72,59,25,31.33,-101.211
31711,31711,1,6,60,9,88,70,32.158,-101.874
31712,31712,3,52,30,75,38,34,32.225,-101.797
31713,31713,5,46,31,42,84,27,32.659,-101.391
31714,31714,0,39,25,14,57,38,31.566,-101.283
31715,31715,3,79,78,60,56,92,31.895,-102.971
31716,31716,4,83,85,97,26,84,32.958,-102.069
31717,31717,1,93,35,38,46,0,31.978,-101.538
31718,31718,5,81,81,5,55,25,32.203,-101.552
31719,31719,3,52,38,22,42,34,32.224,-100.051
31720,31720,4,55,36,15,87,71,32.563,-100.946
31721,31721,2,39,50,95,24,83,31.49,-102.613
31722,31722,0,75,68,62,36,75,32.915,-101.957
31723,31723,4,35,50,54,4,83,32.841,-101.379
31724,31724,1,53,96,83,25,4,32.148,-101.561
31725,31725,5,100,52,1,40,34,32.375,-101.925
31726,31726,2,53,8,84,93,98,32.279,-101.827
31727,31727,4,65,89,63,43,79,32.048,-102.678
31728,31728,0,41,82,79,13,54,32.158,-100.347
31729,31729,3,94,22,87,30,21,31.211,-102.504
31730,31730,5,46,85,37,65,84,32.162,-101.275
31731,31731,0,39,80,63,88,45,32.124,-100.472
31732,31732,0,3,74,99,26,88,31.017,-100.002
31733,31733,2,94,3,31,27,96,31.375,-102.038
31734,31734,0,39,93,74,34,31,32.332,-102.844
31735,31735,4,60,16,85,68,76,32.563,-100.661
31736,31736,2,99,95,0,18,93,32.267,-102.715
31737,31737,2,46,96,44,87,73,31.16,-102.13
31738,31738,4,6,43,20,58,36,31.23,-101.289
31739,31739,1,97,97,51,65,34,32.3,-100.416
31740,31740,3,97,49,2,59,25,32.954,-100.556
31741,31741,4,83,9,26,76,12,31.127,-100.216
31742,31742,4,54,53,23,68,49,32.099,-102.571
31743,31743,3,76,10,65,43,4,31.705,-100.149
31744,31744,2,38,66,42,12,23,31.854,-102.411
31745,31745,0,35,69,79,25,58,32.721,-100.742
31746,31746,0,73,79,24,96,11,31.476,-100.756
31747,31747,2,18,20,76,28,69,31.375,-101.241
31748,31748,4,1,64,9,58,34,32.562,-101.995
31749,31749,3,12,36,97,70,9,31.946,-102.713
31750,31750,2,75,43,94,53,83,31.097,-100.534
31751,31751,4,52,5,38,47,51,32.492,-100.588
31752,31752,0,50,53,73,42,92,32.742,-100.801
31753,31753,1,97,94,83,68,51,31.384,-102.357
31754,31754,1,74,90,54,3,23,31.241,-101.186
31755,31755,1,33,47,47,96,41,32.196,-100.22
31756,31756,5,56,4,85,45,42,32.975,-101.352
31757,31757,5,6,95,37,36,83,31.982,-102.001
31758,31758,0,56,3,57,18,4,31.65,-101.802
31759,31759,2,14,46,40,45,9,32.068,-100.827
31760,31760,4,75,0,66,65,56,31.045,-102.572
31761,31761,1,66,35,58,58,56,31.248,-101.03
31762,31762,4,87,79,21,89,56,32.459,-101.725
31763,31763,0,98,10,87,26,44,32.516,-102.689
31764,31764,1,76,0,81,70,92,32.504,-102.339
31765,31765,2,5,1,87,59,10,31.233,-102.771
31766,31766,0,33,27,83,64,100,31.05,-102.406
31767,31767,0,29,1,82,30,99,32.075,-100.373
31768,31768,2,23,100,17,15,40,31.031,-102.258
31769,31769,3,42,49,1,43,19,31.638,-101.846
31770,31770,2,2,16,9,42,24,32.618,-100.575
31771,31771,4,16,83,18,10,65,31.112,-101.936
31772,31772,1,38,51,16,3,21,31.708,-100.531
31773,31773,4,4,86,98,84,28,31.084,-102.757
31774,31774,4,78,52,27,89,55,31.977,-102.19
31775,31775,1,41,78,38,56,54,32.866,-100.253
31776,31776,3,17,44,31,81,52,32.892,-102.486
31777,31777,0,21,1,10,16,1,32.072,-101.224
31778,31778,2,79,94,31,28,55,31.283,-100.492
31779,31779,3,23,3,69,46,7,31.763,-101.426
31780,31780,2,60,3,33,37,51,31.548,-102.059
31781,31781,3,94,80,52,88,80,31.005,-100.149
31782,31782,5,52,53,55,81,91,32.252,-101.17
31783,31783,1,75,36,76,49,30,32.245,-100.789
31784,31784,4,91,40,17,23,75,31.86,-101.474
31785,31785,0,98,84,60,37,14,32.38,-101.767
31786,31786,2,1,58,71,20,1,32.712,-100.552
31787,31787,0,13,67,96,66,97,32.077,-101.458
31788,31788,4,7,97,19,26,16,32.053,-100.516
31789,31789,5,37,90,54,11,41,32.285,-101.988
31790,31790,2,27,78,56,18,25,32.8,-100.637
31791,31791,0,100,29,56,94,22,32.929,-101.376
31792,31792,4,68,26,52,10,3,32.057,-101.691
31793,31793,2,12,57,9,38,52,32.899,-101.272
31794,31794,0,28,89,60,35,7,31.054,-101.408
31795,31795,2,32,11,12,65,61,32.051,-102.217
31796,31796,0,62,82,12,70,66,32.927,-102.828
31797,31797,2,12,93,80,18,82,31.484,-102.042
31798,31798,0,32,84,46,37,26,31.611,-100.764
31799,31799,1,72,91,39,56,47,31.389,-100.515
31800,31800,2,36,98,65,70,72,31.729,-101.837
31801,31801,0,81,82,53,31,97,32.941,-101.944
31802,31802,2,11,89,16,67,19,31.73,-101.282
31803,31803,3,16,39,99,53,98,31.205,-102.254
31804,31804,2,14,62,94,87,58,32.868,-101.17
31805,31805,3,23,30,87,33,44,32.097,-100.503
31806,31806,3,40,15,74,94,17,31.871,-100.724
31807,31807,3,50,20,44,39,0,31.919,-102.124
31808,31808,5,23,41,82,4,4,31.37,-102.491
31809,31809,3,89,96,26,51,4,32.26,-102.154
31810,31810,3,93,25,9,34,17,32.492,-101.719
31811,31811,0,32,41,22,100,55,32.166,-102.37
31812,31812,5,61,98,78,13,53,32.447,-102.995
31813,31813,1,53,95,81,53,26,31.608,-100.954
31814,31814,4,84,2,71,33,62,32.794,-102.176
31815,31815,0,19,38,90,68,53,31.119,-102.564
31816,31816,1,76,69,78,45,92,32.993,-102.48
31817,31817,0,35,45,55,61,2,32.939,-102.281
31818,31818,3,80,26,9,28,54,32.932,-101.902
31819,31819,2,9,25,95,47,25,32.645,-100.479
31820,31820,5,24,92,12,43,64,32.794,-100.677
31821,31821,5,51,90,59,41,35,32.03,-100.376
31822,31822,1,83,37,8,18,92,32.985,-102.26
31823,31823,5,4,81,44,61,95,31.15,-100.047
31824,31824,2,70,7,96,77,1,32.515,-100.479
31825,31825,3,28,15,79,37,68,32.488,-100.675
31826,31826,3,63,85,27,70,57,32.461,-100.338
31827,31827,4,1,10,18,81,96,32.182,-102.07
31828,31828,2,31,79,3,51,18,31.855,-100.735
31829,31829,2,68,79,2,85,42,31.145,-102.006
31830,31830,0,78,0,68,28,75,32.224,-100.108
31831,31831,5,65,56,10,23,3,32.26,-100.447
31832,31832,5,54,96,63,48,73,32.077,-101.845
31833,31833,3,38,94,88,50,70,31.438,-100.208
31834,31834,2,79,18,57,87,57,32.321,-101.056
31835,31835,5,30,15,57,58,92,32.035,-101.569
31836,31836,5,77,59,52,57,55,32.859,-100.472
31837,31837,5,96,91,66,61,41,31.029,-102.938
31838,31838,3,0,91,85,30,83,31.269,-100.8
31839,31839,2,30,84,11,78,20,32.924,-102.907
31840,31840,4,81,98,31,55,45,31.484,-101.43
31841,31841,1,8,77,78,100,88,32.454,-100.934
31842,31842,4,0,85,91,77,78,32.914,-101.897
31843,31843,1,55,69,91,0,18,32.448,-100.569
31844,31844,0,71,4,40,4,94,32.2,-102.531
31845,31845,4,83,67,58,53,92,31.12,-100.736
31846,31846,4,91,57,36,88,28,32.919,-100.76
31847,31847,0,100,12,88,65,79,32.446,-100.102
31848,31848,0,10,34,37,93,10,31.788,-100.102
31849,31849,3,25,41,42,45,65,32.638,-100.191
31850,31850,2,62,2,52,28,15,32.22,-100.466
31851,31851,1,38,18,91,24,69,31.692,-102.586
31852,31852,2,94,26,61,98,29,31.556,-101.452
31853,31853,4,29,69,9,7,16,32.19,-102.144
31854,31854,4,6,53,58,77,33,31.424,-100.463
31855,31855,1,93,67,92,87,35,32.23,-102.503
31856,31856,5,60,98,2,17,97,31.699,-101.899
31857,31857,5,12,17,87,19,1,31.698,-101.6
31858,31858,5,29,9,59,100,59,31.504,-100.85
31859,31859,0,52,13,16,73,85,32.314,-101.651
31860,31860,3,31,73,6,65,28,32.165,-100.403
31861,31861,3,76,78,14,72,84,31.621,-100.062
31862,31862,1,94,97,92,45,15,31.772,-100.034
31863,31863,0,98,85,23,80,7,31.699,-101.615
31864,31864,2,97,12,21,19,86,31.167,-101.331
31865,31865,4,52,76,24,52,19,31.516,-102.439
31866,31866,1,52,89,49,50,64,32.284,-102.244
31867,31867,1,13,80,77,16,28,31.828,-102.576
31868,31868,0,54,19,75,40,59,32.924,-102.22
31869,31869,4,30,82,90,60,78,31.709,-100.742
31870,31870,4,14,27,32,37,64,31.532,-101.909
31871,31871,3,45,15,29,56,93,32.45,-102.724
31872,31872,1,88,72,30,63,98,31.272,-100.133
31873,31873,2,74,43,29,61,95,32.015,-102.189
31874,31874,5,14,70,85,7,21,32.515,-100.387
31875,31875,1,71,5,49,55,91,32.368,-101.341
31876,31876,2,97,6,0,35,43,32.196,-102.152
31877,31877,5,36,88,21,6,60,32.922,-100.543
31878,31878,3,64,11,30,32,73,32.962,-101.639
31879,31879,4,37,56,67,52,26,31.128,-101.688
31880,31880,1,45,39,29,57,49,31.677,-101.625
31881,31881,5,86,85,70,47,33,31.968,-100.715
31882,31882,3,31,23,21,63,40,31.748,-100.871
31883,31883,5,55,90,25,10,36,32.38,-100.874
31884,31884,1,31,32,98,85,55,32.693,-101.929
31885,31885,4,11,14,39,12,98,31.315,-100.473
31886,31886,5,57,89,26,40,32,32.925,-102.035
31887,31887,0,4,5,53,40,50,32.568,-102.379
31888,31888,0,19,86,3,29,87,32.417,-100.304
31889,31889,2,98,1,87,79,54,31.849,-100.002
31890,31890,0,50,53,67,84,94,31.986,-102.87
31891,31891,4,27,24,69,75,97,32.438,-101.786
31892,31892,3,63,74,29,11,29,31.143,-100.608
31893,31893,3,63,84,87,14,33,32.645,-102.12
31894,31894,3,91,1,91,91,93,31.77,-100.068
31895,31895,1,76,85,40,29,30,31.426,-102.072
31896,31896,0,67,53,59,49,63,32.82,-100.622
31897,31897,0,17,64,18,100,28,31.777,-100.606
31898,31898,3,37,9,4,11,73,31.72,-100.412
31899,31899,0,48,55,5,51,3,31.746,-100.016
31900,31900,2,22,89,100,80,16,31.216,-102.469
31901,31901,2,15,35,48,51,70,31.623,-101.869
31902,31902,0,22,77,31,90,79,32.822,-101.996
31903,31903,0,18,29,13,45,75,31.384,-100.259
31904,31904,5,58,68,27,67,29,32.132,-102.308
31905,31905,1,95,4,84,48,45,32.595,-101.322
31906,31906,4,46,45,62,49,86,31.924,-101.771
31907,31907,0,38,29,57,20,6,31.991,-101.304
31908,31908,4,5,29,11,74,8,31.431,-100.854
31909,31909,1,0,40,82,49,18,32.881,-102.484
31910,31910,4,98,82,53,31,11,32.263,-101.405
31911,31911,1,96,39,51,28,13,32.339,-100.606
31912,31912,3,97,46,8,6,28,31.672,-100.948
31913,31913,4,35,91,38,15,59,32.67,-101.654
31914,31914,4,78,87,85,14,22,32.151,-100.673
31915,31915,2,23,89,86,72,16,31.56,-102.584
31916,31916,3,68,84,17,29,0,32.258,-101.847
31917,31917,1,82,51,94,87,7,32.772,-100.836
31918,31918,1,93,83,33,60,48,31.413,-101.802
31919,31919,4,47,15,77,56,80,32.03,-101.102
31920,31920,4,34,32,32,8,23,32.457,-100.078
31921,31921,5,8,43,90,74,60,31.158,-100.806
31922,31922,5,57,69,96,85,91,32.944,-101.613
31923,31923,3,20,45,97,43,45,32.921,-101.952
31924,31924,3,5,3,15,65,30,31.397,-102.087
31925,31925,0,76,83,87,97,37,32.759,-102.824
31926,31926,1,8,40,29,7,49,31.783,-102.438
31927,31927,3,49,7,33,44,53,32.794,-100.671
31928,31928,1,91,37,34,22,75,32.641,-102.014
31929,31929,2,50,14,88,95,90,31.892,-101.574
31930,31930,4,83,99,24,39,15,32.981,-100.094
31931,31931,2,95,4,0,64,100,32.198,-101.129
31932,31932,1,24,55,50,74,37,31.156,-102.253
31933,31933,3,22,64,33,66,56,31.145,-101.104
31934,31934,0,2,93,55,66,40,31.138,-101.447
31935,31935,2,1,96,69,98,54,31.535,-100.776
31936,31936,0,91,55,54,100,12,32.053,-100.477
31937,31937,1,65,27,17,9,7,31.956,-101.495
31938,31938,1,49,2,25,2,47,31.446,-100.499
31939,31939,2,21,7,38,71,26,32.326,-101.333
31940,31940,4,20,55,27,58,3,31.042,-102.862
31941,31941,0,60,93,41,54,5,32.182,-101.427
31942,31942,0,13,21,87,85,53,31.714,-101.13
31943,31943,0,91,37,59,2,45,32.54,-102.864
31944,31944,0,12,49,29,87,23,31.271,-102.215
31945,31945,5,11,99,17,91,11,32.281,-100.701
31946,31946,0,70,97,9,40,19,32.033,-102.841
31947,31947,2,17,100,11,76,38,31.031,-100.82
31948,31948,5,34,63,34,62,19,31.303,-101.392
31949,31949,0,53,93,98,55,12,31.495,-101.077
31950,31950,0,39,58,75,45,50,31.143,-101.578
31951,31951,4,33,26,54,0,74,32.384,-100.34
31952,31952,1,17,95,23,29,47,32.435,-100.818
31953,31953,3,39,28,55,77,39,32.543,-100.52
31954,31954,4,75,93,12,0,65,31.978,-102.604
31955,31955,4,91,86,92,66,68,32.52,-102.931
31956,31956,2,32,13,95,18,83,31.285,-102.418
31957,31957,0,34,26,29,83,67,31.918,-102.945
31958,31958,0,36,90,0,63,71,31.08,-102.927
31959,31959,0,50,2,51,9,69,32.988,-102.93
31960,31960,3,0,80,78,80,45,32.661,-102.785
31961,31961,0,5,49,59,12,45,32.574,-100.835
31962,31962,5,82,41,42,8,68,31.319,-102.396
31963,31963,0,59,61,5,60,74,32.606,-101.062
31964,31964,4,1,6,3,11,3,32.625,-100.684
31965,31965,4,83,83,41,51,91,31.752,-100.471
31966,31966,1,68,42,18,8,3,31.851,-101.53
31967,31967,3,76,3,96,68,52,31.53,-100.369
31968,31968,0,22,22,77,60,72,31.044,-101.774
31969,31969,1,14,39,71,47,92,31.501,-100.122
31970,31970,2,37,38,19,97,64,32.004,-100.304
31971,31971,2,7,75,68,83,48,32.046,-100.276
31972,31972,1,35,21,34,51,79,31.201,-102.015
31973,31973,2,30,38,79,28,51,32.112,-101.385
31974,31974,0,20,70,24,0,73,32.819,-101.459
31975,31975,3,58,12,97,21,52,32.805,-102.572
31976,31976,5,58,5,73,67,69,32.178,-100.841
31977,31977,1,81,88,24,78,64,32.122,-101.445
31978,31978,5,9,26,91,81,29,32.156,-101.901
31979,31979,0,100,1,28,23,38,31.495,-102.917
31980,31980,4,88,38,16,34,5,32.839,-100.142
31981,31981,5,91,45,79,65,80,32.904,-100.008
31982,31982,5,75,34,0,30,79,32.76,-100.503
31983,31983,0,0,37,98,30,12,31.418,-101.536
31984,31984,5,50,62,23,8,44,32.71,-100.584
31985,31985,5,36,61,16,38,94,32.081,-100.274
31986,31986,4,23,62,44,67,31,32.052,-100.042
31987,31987,5,28,36,45,51,95,32.373,-102.074
31988,31988,1,5,60,30,44,100,32.74,-102.568
31989,31989,3,6,97,22,67,97,31.76,-100.177
31990,31990,4,33,51,89,59,78,31.087,-102.59
31991,31991,3,73,98,63,52,79,31.641,-100.954
31992,31992,3,65,96,97,96,18,31.277,-100.363
31993,31993,2,29,61,34,92,89,32.691,-100.972
31994,31994,1,74,12,26,13,9,31.401,-102.183
31995,31995,0,37,99,73,74,23,32.664,-101.439
31996,31996,1,64,91,28,71,31,32.399,-100.287
31997,31997,3,14,75,5,64,21,32.143,-100.321
31998,31998,4,0,97,19,24,45,32.062,-101.245
31999,31999,4,87,85,0,73,4,32.687,-100.73
32000,32000,1,78,58,81,9,17,32.583,-100.265
32001,32001,5,47,84,21,91,46,31.545,-102.307
32002,32002,0,81,55,11,18,96,32.639,-102.647
32003,32003,3,97,47,51,65,93,32.705,-102.874
32004,32004,2,26,31,98,28,39,31.773,-100.947
32005,32005,0,38,92,6,70,100,32.892,-102.493
32006,32006,1,50,41,34,77,86,32.79,-102.957
32007,32007,3,37,36,4,38,70,31.577,-102.134
